doi,year,title,source_id,source_title,retracted,area,category,intext_citation.section,intext_citation.pointer,intext_citation.intent,intext_citation.sentiment,intext_citation.section.ret_mention
10.1007/bf03391757,2010,"What Every Behavior Analyst Should Know About the “MMR Causes Autism” Hypothesis

",issn:1998-1929; issn:2196-8934,Behavior Analysis In Practice,no,,,"introduction;;
Middle section; “Does the MMR Vaccine Cause Autism?”;;
Middle section; “Does the MMR Vaccine Cause Autism?”;;","Wakefield et al., 1998","describes;;
qualifies;;
discusses;; ","neutral;;
neutral;;
negative;;",no;;
10.1111/nph.12361,2013,Building foundations for an open perspective on synthetic biology research and innovation,issn:0028-646X,New Phytologist,no,"Agricultural and Biological Sciences;;
Biochemistry, Genetics and Molecular Biology;;","Plant Science;;
Physiology;;","Introduction;;
","Wakefield et al., 1998",qualifies;;,negative;;,yes;;
10.1177/0022034510384627,2010,"Scientific Misconduct: Tip of an Iceberg or the Elephant in the Room?



",issn:0022-0345; issn:1544-0591,Journal Of Dental Research,no,Dentistry;;,Dentistry (miscellaneous);;,middle section; “SCIEnTIfIC MISCOnDuCT AnD ITS EffECTS “;;,"Wakefield et al., 1998",cites as evidence;;,negative;;,no;;
10.1002/asi.22968,2013,Patterns of connections and movements in dual‐map overlays: A new method of publication portfolio analysis,issn:2330-1635,Journal Of The Association For Information Science And Technology,no,"Computer Science;;
Decision Sciences;;
Social Sciences;;","Computer Networks and Communications;
Information Systems;;
Information Systems and Management;;
Library and Information Sciences;;","“Examples of Dual‐Map Overlays”;Middle Section;;
Section Title; Middle section;;
“Examples of Dual‐Map Overlays”;Middle Section;;
“Examples of Dual‐Map Overlays”;Middle Section;;
“Examples of Dual‐Map Overlays”;Middle Section;;","Wakefield et al., 1998","obtains background from;; obtains background from;;
discusses;;
obtains background from;;
obtains background from;;","negative;;
neutral;;
negative;;
neutral;;
neutral;;",yes;;
10.1177/0907568210394879,2011,Social bundles:Thinking through the infant body ,issn:0907-5682; issn:1461-7013,Childhood,no,Psychology,Developmental and Educational Psychology;;,Method;;,"Wakefield et al., 1998",obtains background from;;,neutral;;,no;;
10.1080/14616700600980652,2006,"JOURNALISM AND EXPERTISE

",issn:1461-670X; issn:1469-9699,Journalism Studies,no,Social Sciences;;,Communication;;,Method;;,"Wakefield et al., 1998",disputes;;,negative;;,no;;
10.1002/jmv.10371,2003,Comparative Evaluation of Measles Virus-SpecificRT-PCR Methods Through an InternationalCollaborative Study,issn:0146-6615; issn:1096-9071,Journal Of Medical Virology,no,"Immunology and Microbiology;;
Medicine;;","Virology;;
Infectious Diseases;;",introduction;;,"Wakefield et al., 1998",cites for information;;,neutral;;,no;;
10.1080/10572252.2013.816487,2014,"Harms of Hedging in Scientific Discourse: Andrew Wakefield and the Origins of the Autism Vaccine Controversy 
",issn:1057-2252; issn:1542-7625,Technical Communication Quarterly,no,Social Sciences;;,"Communication;
Education;;","Introduction;;
Introduction;;
Introduction;;
Introduction;;

Introduction;;
Introduction;;
“SCIENCE, SPHERES, AND CONTROVERSIES”;Middle section;; 
“SCIENCE, SPHERES, AND CONTROVERSIES”;Middle section;; 

“SCIENTIFIC STANDARDS AND STRATEGIC AMBIGUITY IN THE WAKEFIELD ET AL. ARTICLE”;Middle Section;;


“SCIENTIFIC STANDARDS AND STRATEGIC AMBIGUITY IN THE WAKEFIELD ET AL. ARTICLE”;Middle Section;;
“SCIENTIFIC STANDARDS AND STRATEGIC AMBIGUITY IN THE WAKEFIELD ET AL. ARTICLE”;Middle Section;;
“SCIENTIFIC STANDARDS AND STRATEGIC AMBIGUITY IN THE WAKEFIELD ET AL. ARTICLE”;Middle Section;;
“SCIENTIFIC STANDARDS AND STRATEGIC AMBIGUITY IN THE WAKEFIELD ET AL. ARTICLE”;Middle Section;;
“SCIENTIFIC STANDARDS AND STRATEGIC AMBIGUITY IN THE WAKEFIELD ET AL. ARTICLE”;Middle Section;;



“SCIENTIFIC STANDARDS AND STRATEGIC AMBIGUITY IN THE WAKEFIELD ET AL. ARTICLE”;Middle Section;;
“SCIENTIFIC STANDARDS AND STRATEGIC AMBIGUITY IN THE WAKEFIELD ET AL. ARTICLE”;Middle Section;;
“SCIENTIFIC STANDARDS AND STRATEGIC AMBIGUITY IN THE WAKEFIELD ET AL. ARTICLE”;Middle Section;;
“SCIENTIFIC STANDARDS AND STRATEGIC AMBIGUITY IN THE WAKEFIELD ET AL. ARTICLE”;Middle Section;;

“SCIENTIFIC STANDARDS AND STRATEGIC AMBIGUITY IN THE WAKEFIELD ET AL. ARTICLE”;Middle Section;;



“A MATTER OF INTERPRETATION: PEER RECEPTION OF THE WAKEFIELD ET AL. ARTICLE”;Middle Section;;
“A MATTER OF INTERPRETATION: PEER RECEPTION OF THE WAKEFIELD ET AL. ARTICLE”;Middle Section;;
“A MATTER OF INTERPRETATION: PEER RECEPTION OF THE WAKEFIELD ET AL. ARTICLE”;Middle Section;;
“A MATTER OF INTERPRETATION: PEER RECEPTION OF THE WAKEFIELD ET AL. ARTICLE”;Middle Section;;
“A MATTER OF INTERPRETATION: PEER RECEPTION OF THE WAKEFIELD ET AL. ARTICLE”;Middle Section;;

“A MATTER OF INTERPRETATION: PEER RECEPTION OF THE WAKEFIELD ET AL. ARTICLE”;Middle Section;;
“A MATTER OF INTERPRETATION: PEER RECEPTION OF THE WAKEFIELD ET AL. ARTICLE”;Middle Section;;

“REINTERPRETATION WORK”; Middle Section;;

“REINTERPRETATION WORK”; Middle Section;;

“REINTERPRETATION WORK”; Middle Section;;

“REINTERPRETATION WORK”; Middle Section;;


Conclusions;;
Conclusions;;


Conclusions;;

Conclusions;;","Wakefield et al., 1998","describes;;

obtains background from;;

obtains background from;;

obtains background from;;


qualifies;;

obtains background from;; 

obtains background from;;

qualifies;;

obtains background from;;


qualifies;;

includes excerpt from;;

obtains background from;;

includes excerpt from;; 

qualifies;;


discusses;;

obtains background from;;

includes excerpt from;;

discusses;;

qualifies;;


obtains background from;;

discusses;;

cites as evidence;;

discusses;;

discusses;;


discusses;;

discusses;;

discusses;;

discusses;;

discusses;;


discusses;;

qualifies;;

discusses;;

discusses;;

discusses;;



","negative;;
negative;;
neutral;;
neutral;;
neutral;;
neutral;;
neutral;;
neutral;;
neutral;;
neutral;;
neutral;;
neutral;;
neutral;;
neutral;;
neutral;;
neutral;;
neutral;;
neutral;;
neutral;;
neutral;;
neutral;;
neutral;;
neutral;;
neutral;;
neutral;;
neutral;;
neutral;;
neutral;;
neutral;;
neutral;;
neutral;;
neutral;;
neutral;;
neutral;;",yes;;
10.1002/ajmg.10615,2002,"Autism, regression, and the broader autism phenotype†",issn:0148-7299; issn:1096-8628,American Journal Of Medical Genetics,no,Medicine;;,Genetics (clinical);;,introduction;;,"Wakefield et al., 1998",credits;;,neutral;;,no;;
10.1007/978-3-662-54799-1_4,2017,Alternative medicine or why there is no alternative to effective medicine,isbn:9783662547984; isbn:9783662547991,Gesundheit!,no,Medicine,Public Health,“Vaccinations and autism”;Middle Section;;,"Wakefield et al., 1998",discusses;;,neutral;;,no;;
10.1177/1755738016683410,2017,Autism in adults ,issn:1755-7380; issn:1755-7399,Innovait: Education And Inspiration For General Practice,no,,,“Association with other conditions”;Middle Section;;,"Wakefield et al., 1998",discusses;;,negative;;,yes;;
10.1177/1362361309106418,2009,"Are there more bowel symptoms in children with autism compared to normal children and children with other developmental and neurological disorders?: A case control study



",issn:1362-3613; issn:1461-7005,Autism,no,Psychology,Developmental and Educational Psychology,"introduction;;
introduction;;","Wakefield et al., 1998","cites for information;;
disputes;;","neutral;;
neutral;;",no;;
10.1017/s1463423609990284,2009,"Health visitors’ perception of their role in the universal childhood immunisation programme and their communication strategies with parents

",issn:1463-4236; issn:1477-1128,Primary Health Care Research & Development,no,"Medicine;;
Nursing;;","Public Health, Environmental and Occupational Health;;
Care Planning;;",introduction;;,"Wakefield et al., 1998",disputes;;,neutral;;,no;;
10.1080/08109028.2014.969022,2014,"Resist, scientist! Countering degradation rituals in science ",issn:0810-9028; issn:1470-1030,Prometheus,no,Social Sciences;;,"Geography, Planning and Development;;",“Andrew Wakefield”;Middle Section;;,"Wakefield et al., 1998",discusses;;,neutral;;,no;;
10.1111/j.1468-5914.2011.00468.x,2011,Towards A Better Understanding of Cognitive Polyphasia,issn:0021-8308,Journal For The Theory Of Social Behaviour,no,"Arts and Humanities;;
Psychology;;","Philosophy;;
Psychology (miscellaneous);
Social Psychology;;",“THE MMR VACCINE CONTROVERSY: AN ILLUSTRATION OF THE COGNITIVE POLYPHASIA MODEL”;Middle Section;;,"Wakefield et al., 1998",credits;;,neutral;;,no;;
10.1080/10810730701672363,2007,"Immunization in the Print Media—Perspectives Presented by the Press

",issn:1081-0730; issn:1087-0415,Journal Of Health Communication,no,"Medicine;;
Social Sciences;;","Public Health, Environmental and Occupational Health;;
Communication;
Health (social science);
Library and Information Sciences;;",Results;;,"Wakefield et al., 1998",credits;;,neutral;;,no;;
10.12968/johv.2013.1.1.8,2013,Talking wiTh parenTs abouT immunisaTion ,issn:2050-8719; issn:2052-2908,Journal Of Health Visiting,no,,,middle section; “Parents’ questions”;;,"Wakefield et al., 1998","cites as evidence;;
","neutral;;
",no;;
10.1080/10428232.2013.740406,2013,Deconstructing Disability and Neurodiversity: Controversial Issues for Autism and Implications for Social Work ,issn:1042-8232; issn:1540-7616,Journal Of Progressive Human Services,no,Social Sciences;;,"Social Sciences (miscellaneous);
Sociology and Political Science;;",“SCIENTIFIC AND MEDICAL CONSTRUCTIONS OF AUTISM”;Middle Section;;,"Wakefield et al., 1998",discusses;;,negative;;,yes;;
10.1080/0950543042000193780,2004,"INTERSECTING DISCOURSES: MMR Vaccine and BSE 
",issn:0950-5431; issn:1470-1189,Science As Culture,no,"Arts and Humanities;;
Biochemistry, Genetics and Molecular Biology;;
Engineering;;
Social Sciences;;","History and Philosophy of Science;;
Biotechnology;;
Biomedical Engineering;;
Cultural Studies;
Health (social science);
Sociology and Political Science;;","introduction;;
Middle section; “INTERSECTION ONE: A CALL FOR OPEN DISCLOSURE OF RISK ”;;
Middle section;”INTERSECTION THREE: SIGNIFICANT MEETINGS IN THE HISTORY OF THE MMR VACCINE (1989–90) “;;
Conclusions;;","Wakefield et al., 1998","discusses;;
Discusses;;
discusses;;
cites as evidence;; 
","neutral;;
neutral;;
neutral;;
neutral;;",no;;
10.1002/bsl.2030,2012,When do we Believe Experts? The Power of the Unorthodox View,issn:0735-3936,Behavioral Sciences & The Law,no,"Medicine;;
Psychology;;
Social Sciences;;","Medicine (miscellaneous);
Psychiatry and Mental Health;;
Clinical Psychology;;
Law;;",Introduction,"Wakefield et al., 1998",cites as evidence;;,negative;;,yes;;
10.1111/j.1365-2214.2006.00647.x,2007,"Gaps in parental understandings and experiences of vaccine‐preventable diseases: a qualitative study

",issn:0305-1862; issn:1365-2214,"Child: Care, Health And Development",no,"Medicine;;
Psychology;;","Pediatrics, Perinatology and Child Health;
Public Health, Environmental and Occupational Health;;
Developmental and Educational Psychology;;",introduction;;,"Wakefield et al., 1998",disputes;;,neutral;;,no;;
10.1177/1468796817692629,2017,On religious and secular exemptions: A case study of childhood vaccination waivers,issn:1468-7968; issn:1741-2706,Ethnicities,no,"Arts and Humanities;;
Social Sciences;;","Arts and Humanities (miscellaneous);;
Cultural Studies;;",Introduction,"Wakefield et al., 1998",discusses;;,negative;;,yes;;
10.1177/2158244015602752,2015,Trust in Scientists on Climate Change and Vaccines,issn:2158-2440; issn:2158-2440,Sage Open,no,"Arts and Humanities;;
Social Sciences;;","Arts and Humanities (miscellaneous);;
Social Sciences (miscellaneous);;",“Vaccine Safety Concerns”;Middle Section;;,"Wakefield et al., 1998",discusses;;,negative;;,yes;;
10.12968/bjon.2002.11.9.10175,2002,"MMR and autism: an overview of the debate to date 
",issn:0966-0461; issn:2052-2819,British Journal Of Nursing,no,Nursing;;,Nursing (miscellaneous);;,"middle section;“WAKEFIELD ET AL’S (1998) STUDY ”;;
middle section;“WAKEFIELD ET AL’S (1998) STUDY ”;;
middle section;“WAKEFIELD ET AL’S (1998) STUDY ”;;
middle section;“WAKEFIELD ET AL’S (1998) STUDY ”;;
Conclusions;;","Wakefield et al., 1998","describes;;
includes excerpt from;;
disputes;;
discusses;;
discusses;;","neutral;;
neutral;;
negative;;
neutral;;
negative;;",no;;
10.1111/jcpp.12501,2016,Annual Research Review: The role of the environment in the developmental psychopathology of autism spectrum condition,issn:0021-9630; issn:1469-7610,Journal Of Child Psychology And Psychiatry,no,"Medicine;;
Psychology;;","Pediatrics, Perinatology and Child Health;
Psychiatry and Mental Health;;
Developmental and Educational Psychology;;",“Postnatal environmental risks”;Middle Section;;,"Wakefield et al., 1998",critiques;;,negative;;,yes;;
10.1177/2158244017709324,2017,The Effects of Media Coverage of Scientific Retractions on Risk Perceptions,issn:2158-2440; issn:2158-2440,Sage Open,no,"Arts and Humanities;;
Social Sciences;;","Arts and Humanities (miscellaneous);;
Social Sciences (miscellaneous);;","Introduction;;
Background;;
Background;;
","Wakefield et al., 1998","cites for information;;
qualifies;;
cites for information;;
","neutral;;
neutral;;
neutral;;",yes;;
10.1177/0952076707081588,2007,"The MMR Vaccine: A Case Study of Policy Stability
",issn:0952-0767; issn:1749-4192,Public Policy And Administration,no,Social Sciences;;,"Public Administration;
Sociology and Political Science;;","middle section;“Immunization Policy and the MMR Vaccine ”;;
middle section;“Immunization Policy and the MMR Vaccine ”;;","Wakefield et al., 1998","credits;;
discusses;;","neutral;;
neutral;;",no;;
10.1080/10410236.2017.1384433,2017,"From Social Media to Mainstream News: The Information Flow of the Vaccine-Autism Controversy in the US, Canada, and the UK",issn:1041-0236; issn:1532-7027,Health Communication,no,Social Sciences;;,"Communication;
Health (social science);;",“The vaccine-autism myth”;Middle Section;;,"Wakefield et al., 1998",qualifies;;,neutral;;,no;;
10.1111/ecin.12066,2014,SUPERSTITION IN THE HOUSING MARKET,issn:0095-2583,Economic Inquiry,no,"Business, Management and Accounting;;
Economics, Econometrics and Finance;;
","Business, Management and Accounting (miscellaneous);;
Economics and Econometrics;;",introduction;;,Wakefield et al. 1998,cites as evidence;;,negative;;,no;;
10.1177/0049124113515188,2013,Fitting Science Into Legal Contexts: Assessing Effects of Causes or Causes of Effects?,issn:0049-1241; issn:1552-8294,Sociological Methods & Research,no,Social Sciences;;,"Social Sciences (miscellaneous);
Sociology and Political Science;;
",“Specifics of CoE in a Legal Context”;Middle Section;;,Wakefield et al. 1998,describes;;,negative;;,no;;
